100,1.14547,1620,961.498,1060.04
300,2.17995,1977,3271.76,3378.63
1000,3.899,1366,12110,12226.4
3000,10.148,1201,39292.8,39582
10000,56.275,1429,140675,141104
30000,195.288,1790,443879,446720
100000,1411.81,4673,1.54563e+06,1.5972e+06
300000,4820.91,4950,4.78336e+06,4.96723e+06
1000000,21538.2,4556,1.63801e+07,4.96744e+10
