100,1.0163,1517,938.438,1034.53
300,1.73297,1800,3155.6,3260.03
1000,4.08576,1660,11224.5,11338.4
3000,7.54691,1107,34802.9,35024.7
10000,36.8957,1112,118561,118993
30000,121.253,1486,360684,362304
100000,351.592,1392,1.21636e+06,2.74002e+10
300000,4827.4,6425,3.67967e+06,3.89849e+06
1000000,21538.2,4556,1.63801e+07,4.96744e+10
